,a,b,c,d,e,f,g
29,-137.27534622914555,-528.10575297129,-60.63976989539327,13.057866523361861,34.861004946301684,-116.62893849301992,22.98618311400893
30,-39.82404691070495,-495.03728243523375,591.6748924115851,0.07060906493357777,322.0692718647491,70.76216029461105,-38.666306783997555
31,295.5220347055909,-523.2561759185849,258.54044256563964,103.61125232238841,12.84076137646371,-13.418717799919007,149.99605170241838
32,55.2725878838251,-21.11496241718835,-315.5991918010624,-56.193833931082786,-189.60615718869983,15.145397119324016,4.330249663334631
33,58.41863888302202,-63.34043792414624,1.0087584277454213,169.6323501511935,196.99240200311579,55.27149296542324,-107.24732044712499
34,-632.9612904840335,-712.7855633387884,228.44654328325902,-346.7805536118867,-293.44939754767114,124.04232143747852,-1050.8176122330894
35,-12.903482975891144,-62.89160765706402,-322.1184778399642,17.322018279970848,-257.0456715315403,48.354251787375624,12.403375685241572
36,60.430637237891816,13.13305609359162,877.6725410138913,-12.40890623162485,131.89155943908656,-11.110416129237969,639.8812358475521
37,228.0421131009542,-395.6515405037611,364.6478043362796,192.59475723570688,217.74426632894705,61.46460698401384,388.81168306715267
38,179.0591463031212,-51.685264026433494,59.9997015964071,158.03520799598593,-61.33441992131418,-12.367308533924803,528.1262709201147
39,306.1131297403905,-82.44943116436892,191.76415208280912,199.29148447689852,12.073967519701199,-6.836182255774849,206.4226052783655
40,181.81768673972368,-124.64918020488227,163.68102301445708,17.328571196848113,439.43927009539334,196.1718371062285,14.650047716933035
41,-0.9405979662807497,-171.59358898865676,222.87147445903886,61.18805759033339,141.12436555978763,-44.92151938630725,34.06549476391225
42,319.73846678556436,118.9372579932328,207.59051792757094,93.754961270095,133.81988733825727,29.262567667246216,-29.17269615370548
43,47.691556795939704,2.261699124435089,-121.66182663800691,104.04818130452219,31.62865945020179,15.551916322385335,36.72944144504746
44,-0.7149542990643631,-39.71645318916647,-36.33575652222339,1.786747005642333,2.442813708318983,12.589265798330928,9.681880114248209
45,-2.641477720217212,-38.76605429048322,284.17639095217504,8.969382089816115,502.74339960096313,63.23676720443563,36.2554612153543
46,0.026333088559468705,3.6653312344836158,147.6575502321521,820.5973417627199,1563.045799439743,460.08431535503524,489.28941803721943
47,-2.0713146636917497,2.7411604099214424,192.32499346208192,169.15088904480228,199.09056304246576,424.8637963172109,49.96795480205347
48,8.117315600745258,-28.912960255243185,62.81809249963784,-17.824104189679232,29.24914144450338,0.017587871612051963,159.39527216448073
49,168.0633553573702,-73.19120179030807,-110.85702014855104,172.51944655978136,-55.23563930904846,-28.847450891740365,-3.2721791901519808
50,66.84265071897195,-1.0570286619428018,110.35114800549894,24.21306203606952,174.42507853204535,93.87173247420495,-3.4651800056329307
51,47.743795762742195,95.82347392780186,32.72478341366995,-9.028244546647613,-36.873342525264945,247.3120537482837,-3.877826164839563
52,-29.522008727896804,-235.17895061410078,-89.84426813648278,195.03045840794726,86.8326286498962,89.15945566396402,346.1849570201803
53,0.3956864429266438,53.07723537640858,210.87455570389204,-10.631784515020943,-78.27856101585161,-100.11575272408223,-965.6982692863229
54,0.3918718123444522,-34.31713572555755,403.1303626066683,-12.5738451121967,-1547.6440833479596,-0.07297663157946505,-182.38730578874438
55,63.10050775023298,-35.68984686538106,331.6484438456317,36.102134729779294,40.34565851386154,35.254707400690606,11.992579709477237
56,243.32270404910147,-150.09601324439166,12.695374999964315,-1.8360509439919386,59.47211165032775,2.517524675799496,-50.44539008372398
57,52.4775090520088,-8.61207610359567,89.9761115660928,-140.75098750370066,243.4806119904777,-134.8120981739436,42.240087687746446
58,-51.899272644075495,-147.0131947923092,-302.92131250470356,40.166211084838714,-242.573912722443,71.64976248021658,0.061482521710850814
59,92.04692939051182,-274.4801544349705,-45.984889546836726,-7.210658724398468,-12.151738776444988,69.68262970692095,-64.11678220155743
60,98.45972257589796,-279.4805528542797,189.2664832974537,86.52940593246758,-200.59958820342433,0.004335610694802391,67.61441256295947
61,126.76306270604229,-399.78088368080444,-91.58277496185744,12.178516101888043,-5.069972820881557,-19.09841933429545,27.431489517914034
62,-2.481540373329473,44.07885268614669,-3513.707200895882,0.8550770782149382,127.90151206866676,-35.92899046424874,-143.01636937172015
63,179.59201645654457,-27.6364522795936,502.69938353582984,9.523827844114516,-153.60215237580792,53.401901447224276,127.94841744497057
64,110.02237445364665,-12.722031091572262,104.91285610700659,127.86577493324546,363.12640567089454,62.01051960289762,266.74366208328604
65,2.6788835084631732,-205.58696321160136,82.53148414022047,48.85252375475173,-176.27021251918708,17.921217570259497,-419.50857269993185
66,-109.19250277948139,-5.019018584941907,-1473.947158727553,50.80754854305716,11.919700758043462,6.584756391842092,65.34723981799306
67,40.8163802846972,23.08243225223038,-118.6347509800139,-30.834716307403582,228.52201694454024,23.754710147100592,-91.6821370022023
68,73.1477080359831,-503.7959595592132,742.5932435062307,58.92464862018636,40.899061972230754,67.29820921053607,148.8576735303779
69,149.18111559338394,-55.1630434918298,130.60093949913457,155.3392491405608,137.71564280767396,62.92978942619502,142.6591930776808
70,121.63227397531371,-217.50598077638557,-61.9252919568429,32.183854211702666,63.95561867233734,6.974423958326358,-36.954389613802476
71,169.1561396940589,-43.28823297230037,-565.1218758959661,19.858563118325804,6.817604994776991,190.6041310916343,92.53498950248755
72,0.1788668224662412,30.02965940337646,85.31673615090314,131.9419853547295,-9.968878606046708,-243.68423194376683,-3.6516460042718126
73,-51.402245298949445,-39.612683367286564,-60.93017639275323,111.34737562868295,-46.86389546071848,-30.692109601471305,22.277547843260578
74,-60.0051661956308,-293.9400424152621,-1.3878369132266712,1.3822163164472643,46.641324276966046,-19.268589845682392,-54.07242693903615
75,14.10465042783403,-76.79339900149553,363.7525457895216,559.9618625234466,49.402225442090106,1.9097918006226795,15.920430239384235
76,230.9650305868548,-45.04631810839328,338.4400640546689,22.600492293628765,107.00021011507805,-19.5586709493365,-0.08960066459182639
77,-81.32840544136165,-157.55425080272667,164.51693020732506,114.29939444073821,181.2594155744185,-637.9471170207697,96.10152083200484
78,72.5484644834452,29.147059286218138,139.72387593438103,15.997721440284767,-8.521142964295201,-77.91158262367854,233.82670969138354
79,-41.211785632572216,-138.78604095034527,135.39614773520788,13.563799054693671,62.27786892235,-32.697699067488955,-20.121136510018797
80,0.29976346957377387,-61.87963727509374,129.44224333294648,3.6529339765829123,-75.9901510276263,323.8113273011769,-915.4673724763131
81,9.282766086367928,-3.711366785492838,-276.5120903707556,59.757787789439845,-72.89094759888613,11.959490958836192,339.84700588066966
82,31.01624191836293,-118.39059595544845,-19.895274933872134,300.1372756811484,7.0925125847214066,61.68481618356731,5.602704757039231
83,43.77062999889137,-89.55858276282888,-156.45434094809252,32.093882879849694,31.086947606022058,3.989095260965584,30.515185183259995
84,901.698235871809,29.97572485640709,-503.1161052410086,0.5261751682355431,-91.1412174459045,108.28670062959793,91.02611233095186
85,25.71687493321897,-18.93061562615391,76.0645233946625,249.97195854725175,58.489325489703354,-54.78021137892944,-139.1336955246653
86,-32.04175083682301,29.564941934102553,261.177835643956,9.174491987674541,160.41833789579678,-70.07870721831341,27.820018490742182
87,117.40514416457754,21.214559945545496,581.8568696309171,-11.277835978135606,-191.03288768186368,131.81723892096704,-5.793767440258657
88,318.29130907282035,-34.24196336831022,406.654178176777,4.455467623112814,-92.61614523949828,247.05826607462228,195.64251033384832
89,287.5230246887147,-0.5790008628989871,-26.046165330934798,534.9734370781824,341.1981742370902,54.98580124977203,-60.498525745508076
90,-0.055320049927383944,-39.97335795507707,141.44579913420063,-4.40193645431095,-18.435814594371067,58.143009005195424,-24.449481079009804
